Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Block of Emerald
appliedenergistics2:facade:0, Cable Facade - Block of Redstone
appliedenergistics2:facade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Block of Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:facade:0, Cable Facade - White Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Cyan Terracotta
appliedenergistics2:facade:0, Cable Facade - Purple Terracotta
appliedenergistics2:facade:0, Cable Facade - Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Brown Terracotta
appliedenergistics2:facade:0, Cable Facade - Green Terracotta
appliedenergistics2:facade:0, Cable Facade - Red Terracotta
appliedenergistics2:facade:0, Cable Facade - Black Terracotta
appliedenergistics2:facade:0, Cable Facade - Acacia Leaves
appliedenergistics2:facade:0, Cable Facade - Dark Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:facade:0, Cable Facade - Green Slime Block
appliedenergistics2:facade:0, Cable Facade - Prismarine
appliedenergistics2:facade:0, Cable Facade - Prismarine Bricks
appliedenergistics2:facade:0, Cable Facade - Dark Prismarine
appliedenergistics2:facade:0, Cable Facade - Sea Lantern
appliedenergistics2:facade:0, Cable Facade - Hay Bale
appliedenergistics2:facade:0, Cable Facade - Terracotta
appliedenergistics2:facade:0, Cable Facade - Block of Coal
appliedenergistics2:facade:0, Cable Facade - Packed Ice
appliedenergistics2:facade:0, Cable Facade - Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Purpur Block
appliedenergistics2:facade:0, Cable Facade - Purpur Pillar
appliedenergistics2:facade:0, Cable Facade - End Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Magma Block
appliedenergistics2:facade:0, Cable Facade - Nether Wart Block
appliedenergistics2:facade:0, Cable Facade - Red Nether Brick
appliedenergistics2:facade:0, Cable Facade - Bone Block
appliedenergistics2:facade:0, Cable Facade - Observer
appliedenergistics2:facade:0, Cable Facade - White Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Cyan Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Purple Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Blue Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Brown Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Green Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Red Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Black Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - White Concrete
appliedenergistics2:facade:0, Cable Facade - Orange Concrete
appliedenergistics2:facade:0, Cable Facade - Magenta Concrete
appliedenergistics2:facade:0, Cable Facade - Light Blue Concrete
appliedenergistics2:facade:0, Cable Facade - Yellow Concrete
appliedenergistics2:facade:0, Cable Facade - Lime Concrete
appliedenergistics2:facade:0, Cable Facade - Pink Concrete
appliedenergistics2:facade:0, Cable Facade - Gray Concrete
appliedenergistics2:facade:0, Cable Facade - Light Gray Concrete
appliedenergistics2:facade:0, Cable Facade - Cyan Concrete
appliedenergistics2:facade:0, Cable Facade - Purple Concrete
appliedenergistics2:facade:0, Cable Facade - Blue Concrete
appliedenergistics2:facade:0, Cable Facade - Brown Concrete
appliedenergistics2:facade:0, Cable Facade - Green Concrete
appliedenergistics2:facade:0, Cable Facade - Red Concrete
appliedenergistics2:facade:0, Cable Facade - Black Concrete
appliedenergistics2:facade:0, Cable Facade - White Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Orange Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Magenta Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Light Blue Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Yellow Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Lime Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Pink Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Gray Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Light Gray Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Cyan Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Purple Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Blue Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Brown Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Green Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Red Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Black Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Red Container
appliedenergistics2:facade:0, Cable Facade - Green Container
appliedenergistics2:facade:0, Cable Facade - Blue Container
appliedenergistics2:facade:0, Cable Facade - Yellow Container
appliedenergistics2:facade:0, Cable Facade - Steel Panel
appliedenergistics2:facade:0, Cable Facade - Silver Steel Panel
appliedenergistics2:facade:0, Cable Facade - Carbon Panel
appliedenergistics2:facade:0, Cable Facade - Dark Scaffold
appliedenergistics2:facade:0, Cable Facade - Nether Metal (Plate)
appliedenergistics2:facade:0, Cable Facade - Nether Metal (Grate)
appliedenergistics2:facade:0, Cable Facade - Nether Metal (Small Grate)
appliedenergistics2:facade:0, Cable Facade - Nether Metal (Bloody Grey)
appliedenergistics2:facade:0, Cable Facade - Nether Metal (Grey)
appliedenergistics2:facade:0, Cable Facade - Nether Metal (Grey Tiles)
appliedenergistics2:facade:0, Cable Facade - Nether Metal (Red Pillar)
appliedenergistics2:facade:0, Cable Facade - Nether Metal (Dark Pillar)
appliedenergistics2:facade:0, Cable Facade - Nether Metal (Red Panel)
appliedenergistics2:facade:0, Cable Facade - Nether Metal (Lava Pillar)
appliedenergistics2:facade:0, Cable Facade - Nethersteel
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Bronze Block
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Uranium Block
appliedenergistics2:facade:0, Cable Facade - Reinforced Stone
appliedenergistics2:facade:0, Cable Facade - Basic Machine Casing
appliedenergistics2:facade:0, Cable Facade - Advanced Machine Casing
appliedenergistics2:facade:0, Cable Facade - Reactor Pressure Vessel
appliedenergistics2:facade:0, Cable Facade - Silver Block
appliedenergistics2:facade:0, Cable Facade - Rubber Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Rubber Wood
appliedenergistics2:facade:0, Cable Facade - Scaffold
appliedenergistics2:facade:0, Cable Facade - Reinforced Scaffold
appliedenergistics2:facade:0, Cable Facade - Iron Scaffold
appliedenergistics2:facade:0, Cable Facade - Reinforced Iron Scaffold
appliedenergistics2:facade:0, Cable Facade - Construction Foam
appliedenergistics2:facade:0, Cable Facade - Reinforced Construction Foam
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Black)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Blue)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Brown)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Cyan)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Gray)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Green)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Light Blue)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Light Gray)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Lime)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Magenta)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Orange)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Pink)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Purple)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Red)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (White)
appliedenergistics2:facade:0, Cable Facade - Construction Foam Wall (Yellow)
appliedenergistics2:facade:0, Cable Facade - Refractory Bricks
appliedenergistics2:facade:0, Cable Facade - Nickel-Iron Battery
appliedenergistics2:facade:0, Cable Facade - Nickel-Zinc Battery
appliedenergistics2:facade:0, Cable Facade - Zinc-Carbon Battery
appliedenergistics2:facade:0, Cable Facade - Expended Zinc-Carbon Battery
appliedenergistics2:facade:0, Cable Facade - Zinc-Silver Battery
appliedenergistics2:facade:0, Cable Facade - Expended Zinc-Silver Battery
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Block of Zinc
appliedenergistics2:facade:0, Cable Facade - Block of Brass
appliedenergistics2:facade:0, Cable Facade - Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Jaded Stone
appliedenergistics2:facade:0, Cable Facade - Quarried Stone
appliedenergistics2:facade:0, Cable Facade - Crushed Obsidian
appliedenergistics2:facade:0, Cable Facade - Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Saltpeter Ore
appliedenergistics2:facade:0, Cable Facade - Dark Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Dark Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Dark Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Zinc Ore
appliedenergistics2:facade:0, Cable Facade - Poor Iron Ore
appliedenergistics2:facade:0, Cable Facade - Poor Gold Ore
appliedenergistics2:facade:0, Cable Facade - Poor Copper Ore
appliedenergistics2:facade:0, Cable Facade - Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Poor Lead Ore
appliedenergistics2:facade:0, Cable Facade - Poor Silver Ore
appliedenergistics2:facade:0, Cable Facade - Poor Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Poor Zinc Ore
appliedenergistics2:facade:0, Cable Facade - tile.railcraft.ore.magic.name
appliedenergistics2:facade:0, Cable Facade - Saltpeter Ore Spawner
appliedenergistics2:facade:0, Cable Facade - Abyssal Stone Paver
appliedenergistics2:facade:0, Cable Facade - Abyssal Stone Brick
appliedenergistics2:facade:0, Cable Facade - Polished Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Etched Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Abyssal Cobblestone
appliedenergistics2:facade:0, Cable Facade - Bleached Bone Stone Paver
appliedenergistics2:facade:0, Cable Facade - Bleached Bone Stone Brick
appliedenergistics2:facade:0, Cable Facade - Polished Bleached Bone Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Bleached Bone Stone
appliedenergistics2:facade:0, Cable Facade - Etched Bleached Bone Stone
appliedenergistics2:facade:0, Cable Facade - Bleached Bone Cobblestone
appliedenergistics2:facade:0, Cable Facade - Blood Stained Stone Paver
appliedenergistics2:facade:0, Cable Facade - Blood Stained Stone Brick
appliedenergistics2:facade:0, Cable Facade - Polished Blood Stained Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Blood Stained Stone
appliedenergistics2:facade:0, Cable Facade - Etched Blood Stained Stone
appliedenergistics2:facade:0, Cable Facade - Blood Stained Cobblestone
appliedenergistics2:facade:0, Cable Facade - Frost Bound Stone Paver
appliedenergistics2:facade:0, Cable Facade - Frost Bound Stone Brick
appliedenergistics2:facade:0, Cable Facade - Polished Frost Bound Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Frost Bound Stone
appliedenergistics2:facade:0, Cable Facade - Etched Frost Bound Stone
appliedenergistics2:facade:0, Cable Facade - Frost Bound Cobblestone
appliedenergistics2:facade:0, Cable Facade - Infernal Stone Paver
appliedenergistics2:facade:0, Cable Facade - Infernal Stone Brick
appliedenergistics2:facade:0, Cable Facade - Polished Infernal Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Infernal Stone
appliedenergistics2:facade:0, Cable Facade - Etched Infernal Stone
appliedenergistics2:facade:0, Cable Facade - Infernal Cobblestone
appliedenergistics2:facade:0, Cable Facade - Jaded Stone Paver
appliedenergistics2:facade:0, Cable Facade - Jaded Stone Brick
appliedenergistics2:facade:0, Cable Facade - Polished Jaded Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Jaded Stone
appliedenergistics2:facade:0, Cable Facade - Etched Jaded Stone
appliedenergistics2:facade:0, Cable Facade - Jaded Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quarried Paver
appliedenergistics2:facade:0, Cable Facade - Quarried Brick
appliedenergistics2:facade:0, Cable Facade - Polished Quarried Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Quarried Stone
appliedenergistics2:facade:0, Cable Facade - Etched Quarried Stone
appliedenergistics2:facade:0, Cable Facade - Quarried Cobblestone
appliedenergistics2:facade:0, Cable Facade - Sandy Stone Paver
appliedenergistics2:facade:0, Cable Facade - Sandy Stone Brick
appliedenergistics2:facade:0, Cable Facade - Polished Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Etched Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Sandy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Badlands Stone Paver
appliedenergistics2:facade:0, Cable Facade - Badlands Stone Brick
appliedenergistics2:facade:0, Cable Facade - Polished Badlands Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Badlands Stone
appliedenergistics2:facade:0, Cable Facade - Etched Badlands Stone
appliedenergistics2:facade:0, Cable Facade - Badlands Cobblestone
appliedenergistics2:facade:0, Cable Facade - Nether Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Nether Brick
appliedenergistics2:facade:0, Cable Facade - Polished Nether Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Nether Stone
appliedenergistics2:facade:0, Cable Facade - Etched Nether Stone
appliedenergistics2:facade:0, Cable Facade - Nether Cobblestone
appliedenergistics2:facade:0, Cable Facade - Red Nether Brick
appliedenergistics2:facade:0, Cable Facade - Red Nether Brick
appliedenergistics2:facade:0, Cable Facade - Polished Red Nether Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Nether Stone
appliedenergistics2:facade:0, Cable Facade - Etched Red Nether Stone
appliedenergistics2:facade:0, Cable Facade - Red Nether Cobblestone
appliedenergistics2:facade:0, Cable Facade - Andesite Paver
appliedenergistics2:facade:0, Cable Facade - Andesite Brick
appliedenergistics2:facade:0, Cable Facade - Polished Andesite
appliedenergistics2:facade:0, Cable Facade - Chiseled Andesite
appliedenergistics2:facade:0, Cable Facade - Etched Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Diorite Paver
appliedenergistics2:facade:0, Cable Facade - Diorite Brick
appliedenergistics2:facade:0, Cable Facade - Polished Diorite
appliedenergistics2:facade:0, Cable Facade - Chiseled Diorite
appliedenergistics2:facade:0, Cable Facade - Etched Diorite
appliedenergistics2:facade:0, Cable Facade - Diorite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Granite Paver
appliedenergistics2:facade:0, Cable Facade - Granite Brick
appliedenergistics2:facade:0, Cable Facade - Polished Granite
appliedenergistics2:facade:0, Cable Facade - Chiseled Granite
appliedenergistics2:facade:0, Cable Facade - Etched Granite
appliedenergistics2:facade:0, Cable Facade - Granite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Pearlized Paver
appliedenergistics2:facade:0, Cable Facade - Pearlized Stone Brick
appliedenergistics2:facade:0, Cable Facade - Polished Pearlized Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Pearlized Stone
appliedenergistics2:facade:0, Cable Facade - Etched Pearlized Stone
appliedenergistics2:facade:0, Cable Facade - Pearlized Cobblestone
appliedenergistics2:facade:0, Cable Facade - Creosote Wood Block
appliedenergistics2:facade:0, Cable Facade - White Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Orange Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Magenta Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Light Blue Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Yellow Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Lime Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Pink Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Gray Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Cyan Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Purple Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Blue Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Brown Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Green Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Red Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Black Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Worldspike Point
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Oil Sand
appliedenergistics2:facade:0, Cable Facade - Oil Shale
appliedenergistics2:facade:0, Cable Facade - Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Energized Netherrack
appliedenergistics2:facade:0, Cable Facade - Resonant End Stone
appliedenergistics2:facade:0, Cable Facade - Oil Sand
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Platinum
appliedenergistics2:facade:0, Cable Facade - Block of Iridium
appliedenergistics2:facade:0, Cable Facade - Block of Mana Infused Metal
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Block of Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Signalum
appliedenergistics2:facade:0, Cable Facade - Block of Lumium
appliedenergistics2:facade:0, Cable Facade - Block of Enderium
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Black Rockwool
appliedenergistics2:facade:0, Cable Facade - Red Rockwool
appliedenergistics2:facade:0, Cable Facade - Green Rockwool
appliedenergistics2:facade:0, Cable Facade - Brown Rockwool
appliedenergistics2:facade:0, Cable Facade - Blue Rockwool
appliedenergistics2:facade:0, Cable Facade - Purple Rockwool
appliedenergistics2:facade:0, Cable Facade - Cyan Rockwool
appliedenergistics2:facade:0, Cable Facade - Light Gray Rockwool
appliedenergistics2:facade:0, Cable Facade - Gray Rockwool
appliedenergistics2:facade:0, Cable Facade - Pink Rockwool
appliedenergistics2:facade:0, Cable Facade - Lime Rockwool
appliedenergistics2:facade:0, Cable Facade - Yellow Rockwool
appliedenergistics2:facade:0, Cable Facade - Light Blue Rockwool
appliedenergistics2:facade:0, Cable Facade - Magenta Rockwool
appliedenergistics2:facade:0, Cable Facade - Orange Rockwool
appliedenergistics2:facade:0, Cable Facade - White Rockwool
appliedenergistics2:facade:0, Cable Facade - Eyeball Block
appliedenergistics2:facade:0, Cable Facade - Nether Moss
appliedenergistics2:facade:0, Cable Facade - Reeds Block
appliedenergistics2:facade:0, Cable Facade - Nether Mycelium
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Ore
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Block
appliedenergistics2:facade:0, Cable Facade - Forged Cincinnasite Block
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Pillar
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Bricks
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Brick Plate
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Lantern
appliedenergistics2:facade:0, Cable Facade - Large Cincinnasite Tile
appliedenergistics2:facade:0, Cable Facade - Small Cincinnasite Tile
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Carved
appliedenergistics2:facade:0, Cable Facade - Large Nether Brick Tile
appliedenergistics2:facade:0, Cable Facade - Small Nether Brick Tile
appliedenergistics2:facade:0, Cable Facade - Bone Block
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Brick Pillar
appliedenergistics2:facade:0, Cable Facade - Bone Tile
appliedenergistics2:facade:0, Cable Facade - Magical Planks
appliedenergistics2:facade:0, Cable Facade - Magical Wood
appliedenergistics2:facade:0, Cable Facade - Diagonal Wood
appliedenergistics2:facade:0, Cable Facade - Angel Block
appliedenergistics2:facade:0, Cable Facade - Cursed Earth
appliedenergistics2:facade:0, Cable Facade - Redstone Clock
appliedenergistics2:facade:0, Cable Facade - Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Compressed Sand
appliedenergistics2:facade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:facade:0, Cable Facade - Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Double Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Border Stone
appliedenergistics2:facade:0, Cable Facade - Crossed Stone
appliedenergistics2:facade:0, Cable Facade - Polished Stone
appliedenergistics2:facade:0, Cable Facade - Stoneburnt
appliedenergistics2:facade:0, Cable Facade - Sandy Glass
appliedenergistics2:facade:0, Cable Facade - Truchet
appliedenergistics2:facade:0, Cable Facade - Blue Quartz
appliedenergistics2:facade:0, Cable Facade - Quartzburnt
appliedenergistics2:facade:0, Cable Facade - Rainbow Stone
appliedenergistics2:facade:0, Cable Facade - Thickened Glass
appliedenergistics2:facade:0, Cable Facade - Thickened Glass (Bordered)
appliedenergistics2:facade:0, Cable Facade - Thickened Glass (Patterned)
appliedenergistics2:facade:0, Cable Facade - Dark Glass
appliedenergistics2:facade:0, Cable Facade - Glowing Glass
appliedenergistics2:facade:0, Cable Facade - Redstone Glass
appliedenergistics2:facade:0, Cable Facade - Block of Enchanted Metal
appliedenergistics2:facade:0, Cable Facade - Block of Demon Metal
appliedenergistics2:facade:0, Cable Facade - Block of Evil Infused Iron
appliedenergistics2:facade:0, Cable Facade - Bedrock Bricks
appliedenergistics2:facade:0, Cable Facade - Bedrock Slabs
appliedenergistics2:facade:0, Cable Facade - Bedrock Cobblestone
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Log
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Log
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Planks
appliedenergistics2:facade:0, Cable Facade - Raw Ferrous-Juniper Planks
appliedenergistics2:facade:0, Cable Facade - Block of Chamelium
appliedenergistics2:facade:0, Cable Facade - End Stone
appliedenergistics2:facade:0, Cable Facade - Machine Structure
appliedenergistics2:facade:0, Cable Facade - Advanced Machine Structure
appliedenergistics2:facade:0, Cable Facade - Motor
appliedenergistics2:facade:0, Cable Facade - Advanced Motor
appliedenergistics2:facade:0, Cable Facade - Enhanced Motor
appliedenergistics2:facade:0, Cable Facade - Elite Motor
appliedenergistics2:facade:0, Cable Facade - Dilithium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Rutile Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Titanium Block
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
